,index,prediction_1,prediction_2
55,test_55,84.65016586129305,81.52074909466204
56,test_56,57.715959126779076,56.10078369049679
57,test_57,65.96041573246721,66.23491759304741
58,test_58,60.92438841821448,60.752384044435594
59,test_59,48.87155281950354,48.915704297432306
60,test_60,51.89015506448873,52.24754299345047
61,test_61,50.993263339779006,51.51186458029573
62,test_62,66.55722724780506,64.9537407000796
63,test_63,51.33548762495899,51.5633859096639
64,test_64,65.9722924315892,66.04408371335977
65,test_65,96.86868118140193,95.95650094936309
66,test_66,56.47895159303172,56.40497183581642
67,test_67,54.24900552174352,54.31379056726661
68,test_68,73.67733167930801,74.18785465755796
69,test_69,72.51402328457851,71.8978022054782
70,test_70,47.20181920551689,47.149835107814766
71,test_71,54.04787618246605,53.886691439840774
72,test_72,46.43862060387182,46.21109815634468
73,test_73,53.46870910949063,53.79776145042829
74,test_74,52.92469214659079,53.06877329813327
75,test_75,77.7088129098978,76.806878951915
76,test_76,54.11810282306313,54.26900509817712
77,test_77,53.53623214559824,53.663294672549405
78,test_78,65.97390084098507,66.45817079773852
79,test_79,36.30703366355081,37.24233933179692
80,test_80,49.62461229463502,48.66088091015943
81,test_81,53.371516396516895,53.522043517362775
82,test_82,94.30164512445295,95.75752672371259
83,test_83,72.07389184807504,72.92251044528612
84,test_84,52.837808094597506,52.75707810537565
85,test_85,56.7457947894967,56.60182131776339
86,test_86,55.726211223986446,55.886763576735916
87,test_87,77.54671722368127,77.250913855339
88,test_88,45.79980455327166,46.19109057339037
89,test_89,61.50552955236339,61.802530301472046
90,test_90,79.95992874389653,81.06994574030193
91,test_91,32.904084750303475,32.46378660898284
92,test_92,81.50046385985614,81.48071310997648
93,test_93,52.7759345071014,52.87924972214569
94,test_94,50.38292119683892,50.434632429543846
95,test_95,47.46024937501122,46.0071868126536
96,test_96,93.19768421506326,93.22923436311386
97,test_97,58.22450930266932,58.000136458644
98,test_98,64.73699835948952,65.02350246132329
99,test_99,55.95270230370741,56.69253552929831
100,test_100,111.53943161253765,108.806589896347
101,test_101,47.733070201986955,47.66334205488293
102,test_102,113.7334656462194,117.52629881671602
103,test_103,50.74175515946279,51.120498878579426
104,test_104,67.80772669007797,67.58981373274011
105,test_105,27.466311314364766,27.58896810077266
106,test_106,69.91536682311614,70.29495893468268
107,test_107,50.91206004888277,50.71157996240553
108,test_108,69.06323229019321,67.65189904317178
109,test_109,65.14325848869011,64.00974427204883
110,test_110,53.03549186293634,53.20504640879523
111,test_111,51.75294729158216,51.91790750792488
112,test_112,54.37009759117583,55.23182579293363
113,test_113,27.989303668451626,21.67220379884522
114,test_114,59.69628972205269,60.22731136180506
115,test_115,52.03806461344493,52.065700875192775
116,test_116,48.071508046545944,47.75871805194093
117,test_117,68.2551812717886,69.69302720286437
118,test_118,55.28884353451983,55.30940317027748
119,test_119,54.52069041141137,54.25413704801619
120,test_120,45.31307627041289,44.74884185559344
121,test_121,47.65585856334065,47.1838003783168
122,test_122,65.21529188255788,66.4003639645905
123,test_123,115.31456437856708,112.81013103170893
124,test_124,49.626883309277694,48.124150133662134
125,test_125,81.59189362700404,83.56961482432295
126,test_126,51.43699015749391,51.45920122666872
127,test_127,48.384721291750324,49.15473346812067
128,test_128,88.75420496538035,89.39606808506053
129,test_129,78.43893716295545,78.3351507312888
130,test_130,34.94428873872988,35.80116131946671
131,test_131,50.090142909699736,48.403043177145236
132,test_132,92.96406500935515,93.34484348005086
133,test_133,68.50396128358449,70.37063602668609
134,test_134,110.80292650666654,112.47019354760666
135,test_135,51.20088804377737,51.12344571963912
136,test_136,53.37709937523306,53.54021284946945
137,test_137,53.322174981719144,53.966704257142446
138,test_138,63.488667773146815,63.14213729409375
139,test_139,54.25084275964601,54.25774235872111
140,test_140,52.05348896303073,59.35386981579587
141,test_141,76.53756088487968,77.05808010003656
142,test_142,67.0583128719273,66.71407432005375
143,test_143,54.05020681500508,53.798747452111236
144,test_144,65.67231396907681,65.17844362906014
145,test_145,52.75323328066974,52.89402291971996
146,test_146,73.85753360790648,72.4639617460921
147,test_147,36.12546681463066,33.898208309942014
148,test_148,67.94022200208282,68.4251580505426
149,test_149,47.85385357567084,47.92195350564434
150,test_150,53.25134227555624,53.004092925233174
151,test_151,65.58402189445239,65.50200085471243
152,test_152,88.4028910165981,88.27291798572128
153,test_153,54.87616143874234,54.68678036362014
154,test_154,46.56816844219569,46.327028684909
155,test_155,69.4688722414522,63.16297094748924
156,test_156,53.41117819596913,53.31433318273281
157,test_157,80.59577898025339,77.41147397149925
158,test_158,41.23318131558761,41.33811160967498
159,test_159,53.090407948654054,53.126447354333905
160,test_160,54.163371160815316,53.98160377731015
161,test_161,35.556835067791056,33.79247092927198
162,test_162,31.35956198522192,32.188974732614646
163,test_163,56.23540199668904,59.92964310813239
164,test_164,55.615621207568054,55.72436607073013
165,test_165,87.71586382663561,90.88795751455521
166,test_166,71.76247317361174,71.49602574016752
167,test_167,58.732672825443544,59.35802053021162
168,test_168,45.34041022184688,45.250482647884134
169,test_169,43.85864466072338,43.775100095816306
170,test_170,73.54037211021635,74.45422293512296
171,test_171,54.13861999043211,54.07709529630294
172,test_172,65.69804402134221,65.6854790396544
173,test_173,54.25403536161427,54.50912071426188
174,test_174,63.75843322736672,64.20204161382277
175,test_175,53.17160282071556,54.057387868782314
176,test_176,53.691341142491915,53.68159129243008
177,test_177,47.0103360985928,48.10719550249333
178,test_178,51.83117815634786,51.73300963038612
179,test_179,48.40362461994297,48.566749113942244
180,test_180,46.61286044309213,46.642403052396624
181,test_181,79.88163185035404,78.10065847994773
182,test_182,47.241568940773426,47.150442468569345
183,test_183,56.16998031863998,57.33450428334005
184,test_184,71.98883647694333,72.01679296108334
185,test_185,77.5453542787112,77.60236251317093
186,test_186,62.933227380789866,63.60603092493531
187,test_187,50.328691774121914,50.227217588992694
188,test_188,66.27751419491268,66.1262277416812
189,test_189,45.4370213179859,45.384005314402785
190,test_190,67.02096485159774,67.48954219392918
191,test_191,54.04503452755461,54.1051976521656
192,test_192,58.035636657858994,58.388769802473554
193,test_193,67.42630229784022,64.29272091077969
194,test_194,56.91749875893634,57.05924115560958
195,test_195,41.61939357846818,41.11505277396342
196,test_196,42.150027519274765,42.51095550205079
197,test_197,47.87683733810934,47.68499037416761
198,test_198,99.10772386336983,98.64348285040285
199,test_199,102.69331578338809,103.49753646260802
200,test_200,49.699739448202344,49.56300797887857
201,test_201,54.188292247812385,53.713125346646706
202,test_202,91.36194595630359,91.88933070089517
203,test_203,47.58917767101201,47.17408571517278
204,test_204,53.3583290060862,53.489033423784846
205,test_205,63.74521289722572,60.004989639560925
206,test_206,66.61614108593444,65.98694662831275
207,test_207,50.530279114029305,51.302945136058085
208,test_208,97.36491444450641,95.61293806241066
209,test_209,54.078267365459,54.19645405111283
210,test_210,50.739634461774855,50.93570418461459
211,test_211,67.60455641486337,67.6995547438018
212,test_212,53.50713393425725,53.42038011347609
213,test_213,58.85563970597873,58.82218362241571
214,test_214,49.61128216258617,49.726342137286416
215,test_215,66.95033457641611,66.4262242393478
216,test_216,69.49317925465705,68.2961698687827
217,test_217,78.14346904597004,77.74716165516517
218,test_218,53.777065938407766,53.32786182141688
219,test_219,53.53824388118147,53.71084363172468
220,test_220,47.51514253807083,47.50247874055555
221,test_221,54.15050810970536,54.232205091673976
222,test_222,47.47528774414587,47.45176659093971
223,test_223,107.00249174498158,106.5358137534882
224,test_224,41.88507919918707,41.90715984129707
225,test_225,48.708016544403215,46.67906870814807
226,test_226,48.12736696983447,47.91988070667462
227,test_227,53.951621052041524,53.595464695081034
228,test_228,68.55165620985365,68.79440980553991
229,test_229,39.25567251317386,40.02949425531588
230,test_230,47.77216143821686,47.62770633660257
231,test_231,33.41901232326458,33.42009898063573
232,test_232,114.96623486411045,115.24633710404476
233,test_233,46.6176346221367,46.49603604792792
234,test_234,53.48873831688569,53.2107040563689
235,test_235,48.354971809161555,48.60864046346205
236,test_236,44.96272119204236,45.092612766833916
237,test_237,36.80986322611002,36.95569698939863
238,test_238,54.2938606796432,54.54157582079627
239,test_239,64.09900103564009,63.33020838239776
240,test_240,72.00545476438003,71.70874407983894
241,test_241,47.92846642241948,47.96841986579655
242,test_242,89.52163806629734,89.82542173431352
243,test_243,66.34936698100451,66.69172169863234
244,test_244,65.8846325571228,65.66571520042659
245,test_245,44.971332581962365,44.83446306465933
246,test_246,99.67521424344304,97.39122251083053
247,test_247,96.4642937290639,96.2183557552785
248,test_248,94.44661639116521,94.8150834520664
249,test_249,25.429649358760777,24.687304567227237
250,test_250,48.34665314672668,48.63404882173703
251,test_251,76.01964480903729,75.31391733802703
252,test_252,52.82441980941774,53.0295317309057
253,test_253,53.50523955445354,53.65340738319496
254,test_254,34.63043460860958,34.13207646278096
255,test_255,54.032818069201724,53.82735850453765
256,test_256,52.96579864898233,53.59108194363662
257,test_257,56.01506037749635,54.89968675774212
258,test_258,78.01420671892916,77.99265944378357
259,test_259,53.97142627154135,54.246108677603694
260,test_260,77.05296984274493,77.00178648322215
261,test_261,48.61709620897424,48.62239957262802
262,test_262,53.46947811507647,53.37999221893653
263,test_263,67.39061455660998,69.09923306697796
264,test_264,52.499081389717595,52.81416949566277
265,test_265,83.42421450589326,80.39111560506615
266,test_266,66.75456943075966,67.1010193207392
267,test_267,46.65687844525524,46.936275755414016
268,test_268,54.142629796397166,53.979270167161424
269,test_269,68.19617113728032,68.153232860079
270,test_270,53.662690321453304,53.503340955826964
271,test_271,43.8067740230554,43.9288287942128
272,test_272,50.76826355686477,50.07814636178141
273,test_273,53.37462369706742,53.43314812581903
274,test_274,64.67568028379318,64.9115655128298
275,test_275,32.699172357031934,32.53497292524687
276,test_276,82.12824113906753,82.69288827902908
277,test_277,76.95626325196486,75.80246666022346
278,test_278,66.70555152605395,66.24462582154132
279,test_279,66.05302800177297,66.47051631164227
280,test_280,54.27489065628404,54.17864219685903
281,test_281,51.96995336244473,52.88250758577408
282,test_282,64.8742691646171,64.83738297304629
283,test_283,73.94873622252527,74.09523392083942
284,test_284,35.227745938843675,34.84485370493322
285,test_285,69.2716339206507,69.30756556936053
286,test_286,52.21588096214745,52.04780768624146
287,test_287,56.40320821296943,56.52203003590934
288,test_288,68.57976566736751,68.54153672387815
289,test_289,65.24507813014856,65.71325218034534
290,test_290,53.85474602728561,53.72236518735423
291,test_291,77.88991009161647,77.90263641358386
292,test_292,81.35079543183726,82.319775326795
293,test_293,82.74082951050201,83.3035526164537
294,test_294,92.84939248718155,94.67478474045362
295,test_295,28.03639431702286,29.13640961537032
296,test_296,53.79635645699162,53.83805340787599
297,test_297,73.86541782093282,72.8370645085223
298,test_298,69.16519349269811,75.20226403807595
299,test_299,27.215115215801028,28.269052342367804
300,test_300,62.566177527563895,62.24952905543267
301,test_301,66.8761954473807,66.30773588646834
302,test_302,51.87509802236375,51.99660029306047
303,test_303,68.39638036171036,66.92072748362833
304,test_304,60.048657026027335,59.56570177269373
305,test_305,51.78628096125622,52.26719325657964
306,test_306,67.97184560866684,68.47248404218107
307,test_307,48.15272454999065,48.31547286836634
308,test_308,53.66361605291177,53.58828218332056
309,test_309,67.26743558139857,68.444328548084
310,test_310,65.72134234791719,65.50692086819888
311,test_311,54.277929119947636,52.31618175174014
312,test_312,91.56327497716087,92.21307018078721
313,test_313,57.55661251439788,56.47328420012844
314,test_314,36.826482425747585,38.34822065974155
315,test_315,57.33670404602264,57.89465060189722
316,test_316,53.69646072301268,53.82647631165535
317,test_317,72.89631121337514,72.49595126234205
318,test_318,53.13272031348624,53.250152643072624
319,test_319,52.783337871246225,52.25212000078176
320,test_320,27.295530595971925,27.22654397421165
321,test_321,55.227683554415584,55.189977944886586
322,test_322,48.595070321207544,48.50496742834497
323,test_323,82.85647894464086,81.58434609791765
324,test_324,48.585161542105986,48.42165488390481
325,test_325,31.194034192534033,31.43091693644563
326,test_326,31.38970002129893,32.11218155884785
327,test_327,53.61196966436541,53.7498594415309
328,test_328,99.84139342130716,99.58705162226856
329,test_329,79.27891556393246,76.76033145413835
330,test_330,51.964715044290585,52.2196626589784
331,test_331,52.95769955932684,53.05336052402181
332,test_332,49.22764394472274,49.01151113265939
333,test_333,53.447377711922535,53.55644363452018
334,test_334,56.36911264703854,56.34989776600926
335,test_335,63.27802989961947,63.884015146094214
336,test_336,85.94059087322916,86.18986147694068
337,test_337,65.36393553994145,65.6466300857648
338,test_338,53.889811072074586,54.03389415205522
339,test_339,47.531080814898836,47.765249306520765
340,test_340,83.37291565035822,81.88363032478617
341,test_341,45.070960455745634,45.55669153242886
342,test_342,93.94540736835894,94.5853990341182
343,test_343,51.95175690118906,51.97640336203859
344,test_344,54.170846693791546,54.16415948658717
345,test_345,47.57878665525451,48.89018800573038
346,test_346,74.71305631229451,76.01094488135107
347,test_347,51.795932297035066,52.1801725354083
348,test_348,62.458790929842415,62.627600937705594
349,test_349,41.77094005674404,42.23290144999036
350,test_350,52.17352773059529,52.152106417475146
351,test_351,64.97451976611326,65.14497829941692
352,test_352,46.076307182023385,45.90772088809703
353,test_353,58.98195452685164,59.408060777498044
354,test_354,93.53023255058432,93.79136990096987
355,test_355,72.0203958957028,72.26850525023991
356,test_356,50.944221172329776,50.92210392297688
357,test_357,48.085243633331736,48.12893633311606
358,test_358,54.413205695738064,53.80687103055863
359,test_359,65.65432702713966,65.52533544194655
360,test_360,53.71366180107313,53.77572944477839
361,test_361,52.24843181468711,51.83397488765354
362,test_362,64.99469735497597,65.84480323377177
363,test_363,52.98340368640731,53.06590845409464
364,test_364,66.6400183946673,66.39086503726061
365,test_365,56.70665377227522,57.25582768987848
366,test_366,70.6553425146475,69.97858786873215
367,test_367,53.4570579949382,53.27960166259545
368,test_368,82.56917366962074,82.67517745949313
369,test_369,53.34298424987233,53.605020843286155
370,test_370,54.06364170715647,53.95515819350602
371,test_371,74.53578765429575,75.39374950715832
372,test_372,81.40624309384508,80.91634338751314
373,test_373,53.96818940182802,54.26431487143718
374,test_374,48.21694339414842,47.75276598878347
375,test_375,47.817326640188604,47.83787010051653
376,test_376,40.636363916192444,40.37188478515663
377,test_377,48.29942301729844,48.408572387410494
378,test_378,52.015984501813065,51.973813402420376
379,test_379,49.87894721396257,48.15759820989721
380,test_380,54.07372498709523,53.85420554290818
381,test_381,29.079096002405553,29.864720810438858
382,test_382,65.490811116954,65.73612232034003
383,test_383,53.45103138128168,53.44156496547985
384,test_384,53.272770293578894,52.99310042611695
385,test_385,64.94129839421261,64.77121278627088
386,test_386,92.08646602211347,92.70323002211447
387,test_387,51.021808763716336,50.992376454318205
388,test_388,68.55043437535794,68.87117069635993
389,test_389,53.59717762784998,53.13538409528945
390,test_390,84.86944753328076,84.05813342123108
391,test_391,83.73224384826719,84.66254647268254
392,test_392,45.90261281780911,46.34088585262118
393,test_393,96.16175555804747,96.32587588235529
394,test_394,44.17014666910838,43.75615769992677
395,test_395,54.39396762512613,55.080873033761705
396,test_396,53.176516942900456,53.196504768614304
397,test_397,79.40177002992581,78.47939369599666
398,test_398,73.30809313455491,68.38350086694706
399,test_399,33.78939895534442,35.12712462048581
400,test_400,63.67425914784129,63.77758319812092
401,test_401,77.21711272637106,76.83604389132908
402,test_402,84.56172309904589,84.92307243744673
403,test_403,45.81669185930057,46.67228053544045
404,test_404,54.6466180259486,55.644030872401856
405,test_405,50.837167878017205,51.03484824149617
406,test_406,89.23019500929371,89.10166132167139
407,test_407,56.19120421581945,56.482232656990654
408,test_408,63.665532952739454,63.0489759433685
409,test_409,75.05192587817048,75.98852665964071
410,test_410,79.25866482293124,79.20320163480082
411,test_411,78.07093436431215,77.25269016916918
412,test_412,47.896763113371314,47.61233721510636
413,test_413,70.64797057711317,70.64363510965791
414,test_414,48.61040815337294,48.50284113404045
415,test_415,54.104065740658946,53.92043466646626
416,test_416,40.96219631526932,41.44744582489534
417,test_417,106.81654053546355,106.79030331798637
418,test_418,53.63655123954148,53.485030605453616
419,test_419,67.68201346406575,67.73697321290453
420,test_420,47.05316052210759,46.73872969343679
421,test_421,80.7027507008155,80.45924127487899
422,test_422,52.90862708603198,52.91990546088941
423,test_423,82.6967786917741,83.61379333461365
424,test_424,75.31039287893755,75.97813336130217
425,test_425,33.33035600427226,33.356874151824655
426,test_426,71.73284223757517,71.74531429393197
427,test_427,48.78681733103757,48.00614519796124
428,test_428,48.23427083109307,48.383042715279444
429,test_429,55.30281880378069,52.86769161140613
430,test_430,52.62929357068971,53.208103666809244
431,test_431,47.23304931080401,47.39113805518893
432,test_432,53.060338467783104,52.76038389045527
433,test_433,69.86782921934866,70.63886170134636
434,test_434,54.54023294174736,54.452591076547755
435,test_435,59.94284913890356,59.24223925270779
436,test_436,109.05017719563578,107.84187068592368
437,test_437,86.6877640903378,88.41456739013236
438,test_438,53.02909531941959,52.89967227201425
439,test_439,28.186015477600055,25.484356969747903
440,test_440,52.315839282975645,52.06714889026341
441,test_441,53.80562656413468,53.49120724422191
442,test_442,51.72520599579041,51.929682886085594
443,test_443,32.316021163269475,32.77655613683896
444,test_444,66.80049401514479,66.27600088080223
445,test_445,59.250776826465106,60.00289299057729
446,test_446,72.39314994825392,71.66421314054821
447,test_447,66.83768375156556,65.41153491776753
448,test_448,45.171854201782224,45.1630565091869
449,test_449,34.25124369205759,34.55658409899802
450,test_450,54.53657404220017,54.723385814041166
451,test_451,75.32639531203661,74.11211064033
452,test_452,60.468195080567035,60.48025188977639
453,test_453,54.399063108750866,54.44561368134346
454,test_454,33.5881569637958,33.5570878181334
455,test_455,90.70675179132026,90.43726335558289
456,test_456,66.10022843888414,65.4639945357056
457,test_457,52.69274006699778,51.963587832758684
458,test_458,53.71134965460715,53.84708006878291
459,test_459,37.33897702088391,36.39217687173226
460,test_460,91.46491182913563,90.88565286142824
461,test_461,25.353324921617332,25.2710495595576
462,test_462,71.50374385961221,70.62961566589301
463,test_463,52.283063568793516,51.96382135097686
464,test_464,61.225943730900916,61.49777692582378
465,test_465,47.93991372975904,47.822090706681315
466,test_466,67.16670830558316,67.32593303847868
467,test_467,97.75511762444894,97.02536847220823
468,test_468,47.31385114818169,47.87901445293038
469,test_469,91.11601431659608,91.71670055283094
470,test_470,80.11920350608544,80.1098794697094
471,test_471,79.23250026270415,81.26570369947103
472,test_472,53.8213053398454,53.323799066127506
473,test_473,80.88676912727703,81.45150145143423
474,test_474,47.71309609230227,48.00253986141032
475,test_475,100.48623618544438,102.02334006060207
476,test_476,95.37586371132458,93.42250289017514
477,test_477,50.300794474967695,50.15268925997905
478,test_478,47.72833959536248,48.392980243249475
479,test_479,60.75720664408718,61.706581070521615
480,test_480,52.624313047134905,52.46907841680077
481,test_481,51.173846844350265,50.36159826720917
482,test_482,107.16933176436854,107.20764187200803
483,test_483,44.52150439188066,45.62149222871538
484,test_484,45.83920684570328,45.65025379164356
485,test_485,54.655777219319106,54.77901118822503
486,test_486,45.13133708684899,47.68572704994472
487,test_487,66.43922768204888,66.27844435054936
488,test_488,52.712305355010486,52.27063015084077
489,test_489,82.32171708138148,82.01723585766602
490,test_490,93.47284294421328,94.39419014855658
491,test_491,43.92978639932176,45.12225705762278
492,test_492,52.96520676732277,53.132511090832075
493,test_493,52.610826392677424,52.198795775007014
494,test_494,52.70211683283665,52.598854502488074
495,test_495,54.42196037231323,54.12506288540962
496,test_496,54.23643519017533,54.47419868687589
497,test_497,44.97539994705528,47.236816780051804
498,test_498,53.259780646809645,53.1847355364086
499,test_499,80.44495580557566,81.07132041349878
500,test_500,66.62471801560584,68.22042823233035
501,test_501,46.11581517449021,45.27990688577064
502,test_502,91.89575031375543,92.21867900225554
503,test_503,53.94014581315283,53.50896274029913
504,test_504,43.36986765637875,40.96673597606901
505,test_505,52.03410995715818,52.13912657147765
506,test_506,55.72844003317993,53.46926897650619
507,test_507,54.476309850928686,54.41625001063127
508,test_508,53.31914278354957,53.365398230879855
509,test_509,70.86438743149859,66.92201625486398
510,test_510,47.83850966256283,47.85934872256827
511,test_511,79.06541594793573,79.69984743703998
512,test_512,62.28388111224776,62.92650490511137
513,test_513,79.94826311152192,80.77662036111313
514,test_514,52.49429616978547,54.905761689715916
515,test_515,53.54425318127988,53.925201275451236
516,test_516,85.15786890419851,87.90726396855
517,test_517,51.69007975321493,50.54815860398152
518,test_518,45.17547840723919,45.51655288162874
519,test_519,63.1274157087625,62.960614054585015
520,test_520,53.76235920093289,53.72398161834549
521,test_521,46.33621987377302,46.28657082884704
522,test_522,57.976294100882676,58.10175013192117
523,test_523,54.302116010124365,54.59851274323669
524,test_524,52.76046881035574,52.391899709100564
525,test_525,33.23137858831737,33.1587104402303
526,test_526,56.615861231790184,56.90074852346437
527,test_527,51.104775123397964,50.46906153786625
528,test_528,54.4717818375254,54.446125613052736
529,test_529,73.18268309830235,72.92639380938905
530,test_530,46.54855380586531,46.43624148538631
531,test_531,40.81549238371768,40.599416078828035
532,test_532,53.001168421209925,52.719077288002325
533,test_533,63.41927494332932,63.49664609197976
534,test_534,77.17734060763598,77.6167045288952
535,test_535,95.52435875588097,94.21921244903993
536,test_536,95.95935535350904,96.79164230818789
537,test_537,68.03573835130433,68.56594151862987
538,test_538,72.42914973835565,72.33649339518185
539,test_539,30.156129740031165,30.843601582186196
540,test_540,65.03703155228348,64.88173014965714
541,test_541,58.11059776838776,58.8707930973302
542,test_542,53.43617090004768,53.343072778682874
543,test_543,58.19176052599335,58.72761366215777
544,test_544,73.14642647152824,73.06200390075793
545,test_545,67.74488070071654,67.58510526455252
546,test_546,88.36789392608779,90.28151469244457
547,test_547,50.73878719986209,50.86094458891359
548,test_548,48.40824279389661,48.25793605365299
549,test_549,65.45422671885717,65.17058368129925
550,test_550,65.54217312949389,64.72392259869669
551,test_551,52.9632704865532,52.96540044358175
552,test_552,53.03321609478906,53.09253267987591
553,test_553,67.51088872263232,67.7928409872553
554,test_554,65.81586646969198,65.74696428219416
555,test_555,50.77369709330554,51.14876252257492
556,test_556,27.388726457968094,27.771786877958696
557,test_557,52.36084978977062,52.49676177361502
558,test_558,52.8195595772873,52.883899620814375
559,test_559,51.7740215430992,51.922430649688536
560,test_560,82.97177086294177,83.95249153110521
561,test_561,53.26483787048533,52.52553538612853
562,test_562,66.14221177755756,66.11267747470734
563,test_563,63.225252811017995,63.13492820014751
564,test_564,43.96290031120208,43.654354477282716
565,test_565,45.15328879645454,45.08817938153397
566,test_566,47.379298998236266,47.360747732112145
567,test_567,46.22110671414065,45.64701891246918
568,test_568,66.22834020666282,65.45548981057124
569,test_569,71.74308257704986,68.85114678243414
570,test_570,53.190870695014816,53.047146571254764
571,test_571,53.97929400795255,53.930445416209466
572,test_572,56.56863276970798,57.68894371525153
573,test_573,65.77276334346627,66.06082593868999
574,test_574,79.0948415261138,82.02694024006345
575,test_575,79.69872188919045,80.67993676780728
576,test_576,49.59617848990907,49.70417570204253
577,test_577,52.66971757257098,52.974477499459226
578,test_578,34.5226571954447,33.63111716262228
579,test_579,53.10698281374127,53.26490446142759
580,test_580,52.781191318611214,52.99987445951532
581,test_581,44.78521803816685,45.46277493189662
582,test_582,45.478152192037726,45.38566723310932
583,test_583,106.8294534781236,108.68678926187305
584,test_584,65.39238821809109,66.0922001621238
585,test_585,44.111925630162276,43.862350933982434
586,test_586,61.069179221606454,60.66929145749148
587,test_587,52.692549281454866,52.83996935700982
588,test_588,81.70499145290287,81.55538431489175
589,test_589,53.80343669962713,53.86317900994646
590,test_590,54.28407606158136,54.230035065722184
591,test_591,53.630791708410584,53.55400012895896
592,test_592,77.38297367838682,77.25478767259683
593,test_593,54.65818208356592,56.62303933911196
594,test_594,56.274886740530974,56.387111013977815
595,test_595,53.78212486792121,53.741497104585704
596,test_596,86.76460366174099,85.50165905492443
597,test_597,54.052094296196394,54.149951593359866
598,test_598,53.39871469764727,53.15373826120082
599,test_599,89.03450621797454,88.33363279960018
600,test_600,90.91585473462428,91.05887262660418
601,test_601,47.33722101446792,47.4324517889712
602,test_602,66.60235587237058,66.36110926702236
603,test_603,104.9669383310423,106.00963682297494
604,test_604,33.75215590368666,32.43780794588486
605,test_605,68.84341522868559,68.85405183318593
606,test_606,76.97189157918197,77.44898658568906
607,test_607,53.688977151878944,53.36650616146592
608,test_608,65.21571756080517,65.35740600170519
609,test_609,98.17051129956172,94.48163786964524
610,test_610,53.406351551515144,53.573178156243365
611,test_611,68.37520895814494,66.66162142052127
612,test_612,52.406039824849245,52.53430168234959
613,test_613,54.11090560842765,54.843301952297004
614,test_614,72.4705494776677,73.47149944586681
615,test_615,53.553941377277134,53.491314150515954
616,test_616,59.2964859912433,59.451585253821996
617,test_617,53.458054404539695,53.515423146561446
618,test_618,93.71587554862543,95.65924518882727
619,test_619,72.69849495092664,73.60943402391672
620,test_620,65.18017518333095,64.7804080986473
621,test_621,65.71305009172788,65.7963415819594
622,test_622,65.45980503436921,65.2168053461153
623,test_623,54.05487049880376,53.12042517337919
624,test_624,53.387460753883694,53.30655114075346
625,test_625,53.07215322764041,53.069369038360314
626,test_626,52.39752500408689,52.24199692997809
627,test_627,56.772482457506484,57.19651527452869
628,test_628,64.35151069930842,64.41195839644145
629,test_629,56.163358783519236,56.45694558200213
630,test_630,78.52532005930652,79.46275107374275
631,test_631,76.33674432856436,76.6658460474555
632,test_632,61.09800977632775,61.07681719429443
633,test_633,48.83164709419317,48.797607986379525
634,test_634,66.27434943220497,67.10209175221688
